"Farm","Date","Treatment","Cycle","Ele.present","Proximity.m.","Cropdamaged","Area.m2."
7,"10/7/25","Humans",1,"No",NA,"No",0
7,"10/8/25","Humans",1,"No",NA,"No",0
7,"10/9/25","Humans",1,"No",NA,"No",0
7,"10/10/25","Humans",1,"No",NA,"No",0
7,"10/11/25","Humans",1,"No",NA,"No",0
7,"10/12/25","Humans",1,"No",NA,"No",0
7,"10/13/25","Humans",1,"No",NA,"No",0
7,"10/14/25","Humans",1,"No",NA,"No",0
7,"10/15/25","Humans",1,"No",NA,"No",0
7,"10/16/25","Humans",1,"No",NA,"No",0
7,"10/17/25","Humans",1,"No",NA,"No",0
7,"10/18/25","Humans",1,"Yes",80,"Yes",150
7,"10/19/25","Humans",1,"No",NA,"No",0
7,"10/20/25","Humans",1,"No",NA,"No",0
7,"10/30/25","Crickets",1,"No",NA,"No",0
7,"10/31/25","Crickets",1,"No",NA,"No",0
7,"11/1/25","Crickets",1,"No",NA,"No",0
7,"11/2/25","Crickets",1,"Yes",15,"Yes",5
7,"11/3/25","Crickets",1,"Yes",15,"Yes",5
7,"11/4/25","Crickets",1,"Yes",15,"Yes",4
7,"11/5/25","Crickets",1,"No",NA,"No",0
7,"11/6/25","Crickets",1,"No",NA,"No",0
7,"11/7/25","Crickets",1,"No",NA,"No",0
7,"11/8/25","Crickets",1,"No",NA,"No",0
7,"11/9/25","Crickets",1,"Yes",20,"Yes",4
7,"11/10/25","Crickets",1,"No",NA,"No",0
7,"11/11/25","Crickets",1,"No",NA,"No",0
7,"11/12/25","Crickets",1,"No",NA,"No",0
7,"11/13/25","Crickets",1,"No",NA,"No",0
7,"11/14/25","Crickets",1,"No",NA,"No",0
7,"11/15/25","Crickets",1,"No",NA,"No",0
7,"11/16/25","Crickets",1,"No",NA,"No",0
7,"11/17/25","Crickets",1,"No",NA,"No",0
7,"11/18/25","Crickets",1,"No",NA,"No",0
7,"11/19/25","Crickets",1,"No",NA,"No",0
7,"11/20/25","Crickets",1,"No",NA,"No",0
7,"11/21/25","Crickets",1,"No",NA,"No",0
7,"11/22/25","Crickets",1,"No",NA,"No",0
7,"11/23/25","Crickets",1,"No",NA,"No",0
7,"11/24/25","Humans",2,"No",NA,"No",0
7,"11/25/25","Humans",2,"Yes",200,"No",0
7,"11/26/25","Humans",2,"Yes",200,"No",0
7,"11/27/25","Humans",2,"No",NA,"No",0
7,"11/28/25","Humans",2,"Yes",400,"No",0
7,"11/29/25","Humans",2,"No",NA,"No",0
7,"11/30/25","Humans",2,"Yes",300,"No",0
7,"12/1/25","Humans",2,"Yes",200,"No",0
7,"12/2/25","Humans",2,"No",NA,"No",0
7,"12/3/25","Humans",2,"No",NA,"No",0
7,"12/4/25","Humans",2,"No",NA,"No",0
7,"12/5/25","Humans",2,"No",NA,"No",0
7,"12/6/25","Humans",2,"No",NA,"No",0
7,"12/7/25","Humans",2,"No",NA,"No",0
7,"12/8/25","Humans",2,"No",NA,"No",0
7,"12/9/25","Humans",2,"Yes",200,"No ",0
7,"12/10/25","Humans",2,"Yes",200,"No ",0
7,"12/11/25","Humans",2,"No",NA,"No",0
7,"12/12/25","Humans",2,"No",NA,"No",0
7,"12/13/25","Humans",2,"No",NA,"No",0
7,"12/14/25","Humans",2,"No",NA,"No",0
7,"12/15/25","Humans",2,"No",NA,"No",0
7,"12/16/25","Humans",2,"No",NA,"No",0
7,"12/17/25","Humans",2,"No",NA,"No",0
7,"12/18/25","Humans",2,"No",NA,"No",0
7,"12/19/25","Humans",2,"No",NA,"No",0
7,"12/20/25","Humans",2,"No",NA,"No",0
7,"12/21/25","Humans",2,"No",NA,"No",0
7,"12/22/25","Humans",2,"No",NA,"No",0
7,"12/23/25","Crickets",2,"Yes",50,"No ",0
7,"12/24/25","Crickets",2,"Yes",40,"No ",0
7,"12/25/25","Crickets",2,"No",NA,"No",0
7,"12/26/25","Crickets",2,"No",NA,"No",0
7,"12/27/25","Crickets",2,"Yes",1,"Yes",15
7,"12/28/25","Crickets",2,"Yes",50,"No",0
7,"12/29/25","Crickets",2,"No",NA,"No",0
7,"12/30/25","Crickets",2,"No",NA,"No",0
7,"12/31/25","Crickets",2,"No",NA,"No",0
7,"1/1/26","Crickets",2,"No",NA,"No",0
7,"1/2/26","Crickets",2,"No",NA,"No",0
7,"1/3/26","Crickets",2,"Yes",1,"Yes",4
7,"1/4/26","Crickets",2,"No",NA,"No",0
7,"1/5/26","Crickets",2,"No",NA,"No",0
7,"1/6/26","Crickets",2,"Yes",80,"No",0
7,"1/7/26","Crickets",2,"Yes",50,"No",0
7,"1/8/26","Crickets",2,"No",NA,"No",0
7,"1/9/26","Crickets",2,"Yes",60,"No",0
7,"1/10/26","Crickets",2,"Yes",100,"No",0
7,"1/11/26","Crickets",2,"Yes",50,"No",0
7,"1/12/26","Crickets",2,"No",NA,"No",0
7,"1/13/26","Crickets",2,"No",NA,"No",0
7,"1/14/26","Crickets",2,"Yes",40,"No",0
7,"1/15/26","Crickets",2,"No",NA,"No",0
7,"1/16/26","Crickets",2,"Yes",10,"No",12
7,"1/17/26","Crickets",2,"Yes",100,"No",0
7,"1/18/26","Crickets",2,"Yes",20,"Yes",10
7,"1/19/26","Crickets",2,"No",NA,"No",0
7,"1/20/26","Crickets",2,"No",NA,"No",0
7,"1/21/26","Crickets",2,"Yes",1,"Yes",10
7,"1/22/26","Crickets",2,"Yes",1,"No",0
7,"1/23/26","Crickets",2,"Yes",100,"No",0
7,"1/24/26","Crickets",2,"No",NA,"No",0
7,"1/25/26","Crickets",2,"Yes",50,"No",0
8,"9/22/25","Humans",1,"No",NA,"No",0
8,"9/23/25","Humans",1,"No",NA,"No",0
8,"9/24/25","Humans",1,"Yes",5,"Yes",200
8,"9/25/25","Humans",1,"No",NA,"No",0
8,"9/26/25","Humans",1,"No",NA,"No",0
8,"9/27/25","Humans",1,"No",NA,"No",0
8,"9/28/25","Humans",1,"No",NA,"No",0
8,"9/29/25","Humans",1,"No",NA,"No",0
8,"9/30/25","Humans",1,"No",NA,"No",0
8,"10/1/25","Humans",1,"Yes",5,"No",0
8,"10/2/25","Humans",1,"No",NA,"No",0
8,"10/3/25","Humans",1,"No",NA,"No",0
8,"10/4/25","Humans",1,"No",NA,"No",0
8,"10/5/25","Humans",1,"No",NA,"No",0
8,"10/6/25","Humans",1,"No",NA,"No",0
8,"10/7/25","Humans",1,"No",NA,"No",0
8,"10/8/25","Humans",1,"No",NA,"No",0
8,"10/9/25","Humans",1,"No",NA,"No",0
8,"10/10/25","Humans",1,"No",NA,"No",0
8,"10/11/25","Humans",1,"No",NA,"No",0
8,"10/12/25","Humans",1,"No",NA,"No",0
8,"10/13/25","Humans",1,"No",NA,"No",0
8,"10/14/25","Humans",1,"No",NA,"No",0
8,"10/15/25","Humans",1,"No",NA,"No",0
8,"10/16/25","Humans",1,"No",NA,"No",0
8,"10/17/25","Humans",1,"No",NA,"No",0
8,"10/18/25","Humans",1,"No",NA,"No",0
8,"10/19/25","Humans",1,"No",NA,"No",0
8,"10/20/25","Humans",1,"Yes",20,"No",0
8,"10/29/25","Crickets",1,"No",NA,"No",0
8,"10/30/25","Crickets",1,"No",NA,"No",0
8,"10/31/25","Crickets",1,"No",NA,"No",0
8,"11/1/25","Crickets",1,"No",NA,"No",0
8,"11/2/25","Crickets",1,"Yes",10,"Yes",30
8,"11/3/25","Crickets",1,"Yes",10,"Yes",20
8,"11/4/25","Crickets",1,"No",NA,"No",0
8,"11/5/25","Crickets",1,"No",NA,"No",0
8,"11/6/25","Crickets",1,"No",NA,"No",0
8,"11/7/25","Crickets",1,"No",NA,"No",0
8,"11/8/25","Crickets",1,"No",NA,"No",0
8,"11/9/25","Crickets",1,"No",NA,"No",0
8,"11/10/25","Crickets",1,"Yes",1,"Yes",225
8,"11/11/25","Crickets",1,"Yes",1,"Yes",400
8,"11/12/25","Crickets",1,"Yes",1,"Yes",225
8,"11/13/25","Crickets",1,"No",NA,"No",0
8,"11/14/25","Crickets",1,"No",NA,"No",0
8,"11/15/25","Crickets",1,"Yes",1,"Yes",225
8,"11/16/25","Crickets",1,"Yes",1,"Yes",100
8,"11/17/25","Crickets",1,"No",NA,"No",0
8,"11/18/25","Crickets",1,"Yes",1,"Yes",100
8,"11/19/25","Crickets",1,"Yes",1,"Yes",100
8,"11/20/25","Crickets",1,"No",NA,"No",0
8,"11/21/25","Crickets",1,"Yes",1,"Yes",25
8,"11/22/25","Crickets",1,"Yes",1,"Yes",50
8,"11/23/25","Crickets",1,"Yes",1,"Yes",25
8,"11/24/25","Humans",2,"No",NA,"No",0
8,"11/25/25","Humans",2,"Yes",20,"Yes",50
8,"11/26/25","Humans",2,"No",NA,"No",0
8,"11/27/25","Humans",2,"No",NA,"No",0
8,"11/28/25","Humans",2,"No",NA,"No",0
8,"11/29/25","Humans",2,"No",NA,"No",0
8,"11/30/25","Humans",2,"Yes",50,"No",0
8,"12/1/25","Humans",2,"Yes",5,"Yes",30
8,"12/2/25","Humans",2,"No",NA,"No",0
8,"12/3/25","Humans",2,"Yes",100,"No",0
8,"12/4/25","Humans",2,"No",NA,"No",0
8,"12/5/25","Humans",2,"No",NA,"No",0
8,"12/6/25","Humans",2,"No",NA,"No",0
8,"12/7/25","Humans",2,"No",NA,"No",0
8,"12/8/25","Humans",2,"No",NA,"No",0
8,"12/9/25","Humans",2,"No",NA,"No",0
8,"12/10/25","Humans",2,"No",NA,"No",0
8,"12/11/25","Humans",2,"No",NA,"No",0
8,"12/12/25","Humans",2,"Yes",100,"No ",0
8,"12/13/25","Humans",2,"No",NA,"No",0
8,"12/14/25","Humans",2,"No",NA,"No",0
8,"12/15/25","Humans",2,"No",NA,"No",0
8,"12/16/25","Humans",2,"No",NA,"No",0
8,"12/17/25","Humans",2,"No",NA,"No",0
8,"12/18/25","Humans",2,"No",NA,"No",0
8,"12/19/25","Humans",2,"Yes",100,"No ",0
8,"12/20/25","Humans",2,"No",NA,"No",0
8,"12/21/25","Humans",2,"No",NA,"No",0
8,"12/22/25","Humans",2,"No",NA,"No",0
8,"12/23/25","Crickets",2,"No",NA,"No",0
8,"12/24/25","Crickets",2,"No",NA,"No",0
8,"12/25/25","Crickets",2,"Yes",100,"No ",0
8,"12/26/25","Crickets",2,"Yes",100,"No ",0
8,"12/27/25","Crickets",2,"No",NA,"No",0
8,"12/28/25","Crickets",2,"No",NA,"No",0
8,"12/29/25","Crickets",2,"No",NA,"No",0
8,"12/30/25","Crickets",2,"Yes",1,"No",0
8,"12/31/25","Crickets",2,"Yes",1,"No",0
8,"1/1/26","Crickets",2,"Yes",5,"Yes",10
8,"1/2/26","Crickets",2,"No",NA,"No",0
8,"1/3/26","Crickets",2,"Yes",1,"No",0
8,"1/4/26","Crickets",2,"No",NA,"No",0
8,"1/5/26","Crickets",2,"Yes",80,"No",0
8,"1/6/26","Crickets",2,"Yes",50,"No",0
8,"1/7/26","Crickets",2,"Yes",1,"Yes",20
8,"1/8/26","Crickets",2,"Yes",50,"No",0
8,"1/9/26","Crickets",2,"Yes",100,"No",0
8,"1/10/26","Crickets",2,"No",NA,"No",0
8,"1/11/26","Crickets",2,"Yes",1,"Yes",40
8,"1/12/26","Crickets",2,"No",NA,"No",0
8,"1/13/26","Crickets",2,"No",NA,"No",0
8,"1/14/26","Crickets",2,"No",NA,"No",0
8,"1/15/26","Crickets",2,"Yes",1,"Yes",20
8,"1/16/26","Crickets",2,"No",NA,"No",0
8,"1/17/26","Crickets",2,"No",NA,"No",0
8,"1/18/26","Crickets",2,"No",NA,"No",0
8,"1/19/26","Crickets",2,"No",NA,"No",0
8,"1/20/26","Crickets",2,"No",NA,"No",0
8,"1/21/26","Crickets",2,"Yes",1,"Yes",50
8,"1/22/26","Crickets",2,"Yes",50,"No",0
8,"1/23/26","Crickets",2,"No",NA,"No",0
8,"1/24/26","Crickets",2,"Yes",1,"Yes",20
8,"1/25/26","Crickets",2,"No",NA,"No",0
9,"9/22/25","Humans",1,"No",NA,"No",0
9,"9/23/25","Humans",1,"No",NA,"No",0
9,"9/24/25","Humans",1,"Yes",20,"No",0
9,"9/25/25","Humans",1,"No",NA,"No",0
9,"9/26/25","Humans",1,"No",NA,"No",0
9,"9/27/25","Humans",1,"No",NA,"No",0
9,"9/28/25","Humans",1,"No",NA,"No",0
9,"9/29/25","Humans",1,"No",NA,"No",0
9,"9/30/25","Humans",1,"No",NA,"No",0
9,"10/1/25","Humans",1,"Yes",20,"No",0
9,"10/2/25","Humans",1,"No",NA,"No",0
9,"10/3/25","Humans",1,"No",NA,"No",0
9,"10/4/25","Humans",1,"No",NA,"No",0
9,"10/5/25","Humans",1,"No",NA,"No",0
9,"10/6/25","Humans",1,"No",NA,"No",0
9,"10/7/25","Humans",1,"No",NA,"No",0
9,"10/8/25","Humans",1,"No",NA,"No",0
9,"10/9/25","Humans",1,"No",NA,"No",0
9,"10/10/25","Humans",1,"No",NA,"No",0
9,"10/11/25","Humans",1,"No",NA,"No",0
9,"10/12/25","Humans",1,"No",NA,"No",0
9,"10/13/25","Humans",1,"No",NA,"No",0
9,"10/14/25","Humans",1,"No",NA,"No",0
9,"10/15/25","Humans",1,"No",NA,"No",0
9,"10/16/25","Humans",1,"No",NA,"No",0
9,"10/17/25","Humans",1,"No",NA,"No",0
9,"10/18/25","Humans",1,"No",NA,"No",0
9,"10/19/25","Humans",1,"No",NA,"No",0
9,"10/20/25","Humans",1,"Yes",80,"No",0
9,"10/29/25","Crickets",1,"No",NA,"No",0
9,"10/30/25","Crickets",1,"No",NA,"No",0
9,"10/31/25","Crickets",1,"No",NA,"No",0
9,"11/1/25","Crickets",1,"No",NA,"No",0
9,"11/2/25","Crickets",1,"Yes",5,"Yes",12
9,"11/3/25","Crickets",1,"No",NA,"No",0
9,"11/4/25","Crickets",1,"Yes",10,"Yes",20
9,"11/5/25","Crickets",1,"No",NA,"No",0
9,"11/6/25","Crickets",1,"No",NA,"No",0
9,"11/7/25","Crickets",1,"No",NA,"No",0
9,"11/8/25","Crickets",1,"No",NA,"No",0
9,"11/9/25","Crickets",1,"No",NA,"No",0
9,"11/10/25","Crickets",1,"Yes",5,"Yes",60
9,"11/11/25","Crickets",1,"Yes",1,"Yes",20
9,"11/12/25","Crickets",1,"Yes",10,"Yes",20
9,"11/13/25","Crickets",1,"No",NA,"No",0
9,"11/14/25","Crickets",1,"No",NA,"No",0
9,"11/15/25","Crickets",1,"Yes",20,"Yes",60
9,"11/16/25","Crickets",1,"Yes",20,"Yes",60
9,"11/17/25","Crickets",1,"No",NA,"No",0
9,"11/18/25","Crickets",1,"Yes",5,"Yes",100
9,"11/19/25","Crickets",1,"Yes",1,"Yes",100
9,"11/20/25","Crickets",1,"No",NA,"No",0
9,"11/21/25","Crickets",1,"Yes",10,"Yes",100
9,"11/22/25","Crickets",1,"Yes",20,"Yes",60
9,"11/23/25","Crickets",1,"Yes",20,"Yes",60
9,"11/24/25","Humans",2,"No",NA,"No",0
9,"11/25/25","Humans",2,"Yes",200,"No",0
9,"11/26/25","Humans",2,"Yes",100,"No",0
9,"11/27/25","Humans",2,"No",NA,"No",0
9,"11/28/25","Humans",2,"Yes",300,"No",0
9,"11/29/25","Humans",2,"No",NA,"No",0
9,"11/30/25","Humans",2,"Yes",400,"No",0
9,"12/1/25","Humans",2,"Yes",150,"No",0
9,"12/2/25","Humans",2,"No",NA,"No",0
9,"12/3/25","Humans",2,"No",NA,"No",0
9,"12/4/25","Humans",2,"No",NA,"No",0
9,"12/5/25","Humans",2,"No",NA,"No",0
9,"12/6/25","Humans",2,"Yes",200,"No",0
9,"12/7/25","Humans",2,"No",NA,"No",0
9,"12/8/25","Humans",2,"No",NA,"No",0
9,"12/9/25","Humans",2,"Yes",40,"Yes",60
9,"12/10/25","Humans",2,"No",NA,"No",0
9,"12/11/25","Humans",2,"No",NA,"No",0
9,"12/12/25","Humans",2,"Yes",30,"Yes",40
9,"12/13/25","Humans",2,"No",NA,"No",0
9,"12/14/25","Humans",2,"No",NA,"No",0
9,"12/15/25","Humans",2,"No",NA,"No",0
9,"12/16/25","Humans",2,"No",NA,"No ",0
9,"12/17/25","Humans",2,"No",NA,"No",0
9,"12/18/25","Humans",2,"No",NA,"No",0
9,"12/19/25","Humans",2,"No",NA,"No",0
9,"12/20/25","Humans",2,"No",NA,"No",0
9,"12/21/25","Humans",2,"No",NA,"No",0
9,"12/22/25","Humans",2,"No",NA,"No",0
9,"12/23/25","Crickets",2,"No",NA,"No",0
9,"12/24/25","Crickets",2,"No",NA,"No",0
9,"12/25/25","Crickets",2,"No",NA,"No",0
9,"12/26/25","Crickets",2,"Yes",1,"Yes",100
9,"12/27/25","Crickets",2,"No",NA,"No",0
9,"12/28/25","Crickets",2,"Yes",60,"No ",0
9,"12/29/25","Crickets",2,"No",NA,"No",0
9,"12/30/25","Crickets",2,"Yes",1,"Yes",8
9,"12/31/25","Crickets",2,"Yes",1,"Yes",15
9,"1/1/26","Crickets",2,"No",NA,"No",0
9,"1/2/26","Crickets",2,"No",NA,"No",0
9,"1/3/26","Crickets",2,"Yes",1,"Yes",8
9,"1/4/26","Crickets",2,"No",NA,"No",0
9,"1/5/26","Crickets",2,"Yes",20,"No",0
9,"1/6/26","Crickets",2,"Yes",50,"No",0
9,"1/7/26","Crickets",2,"Yes",80,"No",0
9,"1/8/26","Crickets",2,"No",NA,"No",0
9,"1/9/26","Crickets",2,"No",NA,"No",0
9,"1/10/26","Crickets",2,"Yes",50,"Yes",40
9,"1/11/26","Crickets",2,"Yes",1,"Yes",100
9,"1/12/26","Crickets",2,"Yes",1,"Yes",20
9,"1/13/26","Crickets",2,"Yes",1,"Yes",20
9,"1/14/26","Crickets",2,"Yes",100,"No",0
9,"1/15/26","Crickets",2,"Yes",70,"No",0
9,"1/16/26","Crickets",2,"No",NA,"No",0
9,"1/17/26","Crickets",2,"Yes",1,"Yes",16
9,"1/18/26","Crickets",2,"No",NA,"No",0
9,"1/19/26","Crickets",2,"No",NA,"No",0
9,"1/20/26","Crickets",2,"Yes",1,"Yes",10
9,"1/21/26","Crickets",2,"Yes",1,"No",0
9,"1/22/26","Crickets",2,"No",NA,"No",0
9,"1/23/26","Crickets",2,"No",NA,"No",0
9,"1/24/26","Crickets",2,"Yes",1,"Yes",5
9,"1/25/26","Crickets",2,"No",NA,"No",0
10,"9/22/25","Humans",1,"No",NA,"No",0
10,"9/23/25","Humans",1,"No",NA,"No",0
10,"9/24/25","Humans",1,"No",NA,"No",0
10,"9/25/25","Humans",1,"No",NA,"No",0
10,"9/26/25","Humans",1,"No",NA,"No",0
10,"9/27/25","Humans",1,"No",NA,"No",0
10,"9/28/25","Humans",1,"No",NA,"No",0
10,"9/29/25","Humans",1,"No",NA,"No",0
10,"9/30/25","Humans",1,"No",NA,"No",0
10,"10/1/25","Humans",1,"Yes",5,"Yes",100
10,"10/2/25","Humans",1,"No",NA,"No",0
10,"10/3/25","Humans",1,"No",NA,"No",0
10,"10/4/25","Humans",1,"No",NA,"No",0
10,"10/5/25","Humans",1,"No",NA,"No",0
10,"10/6/25","Humans",1,"No",NA,"No",0
10,"10/7/25","Humans",1,"No",NA,"No",0
10,"10/8/25","Humans",1,"No",NA,"No",0
10,"10/9/25","Humans",1,"No",NA,"No",0
10,"10/10/25","Humans",1,"No",NA,"No",0
10,"10/11/25","Humans",1,"No",NA,"No",0
10,"10/12/25","Humans",1,"No",NA,"No",0
10,"10/13/25","Humans",1,"No",NA,"No",0
10,"10/14/25","Humans",1,"No",NA,"No",0
10,"10/15/25","Humans",1,"No",NA,"No",0
10,"10/16/25","Humans",1,"No",NA,"No",0
10,"10/17/25","Humans",1,"No",NA,"No",0
10,"10/18/25","Humans",1,"No",NA,"No",0
10,"10/19/25","Humans",1,"No",NA,"No",0
10,"10/20/25","Humans",1,"Yes",150,"No",0
10,"10/29/25","Crickets",1,"No",NA,"No",0
10,"10/30/25","Crickets",1,"No",NA,"No",0
10,"10/31/25","Crickets",1,"No",NA,"No",0
10,"11/1/25","Crickets",1,"Yes",5,"No",0
10,"11/2/25","Crickets",1,"Yes",10,"Yes",25
10,"11/3/25","Crickets",1,"Yes",5,"Yes",30
10,"11/4/25","Crickets",1,"Yes",2,"Yes",300
10,"11/5/25","Crickets",1,"No",NA,"No",0
10,"11/6/25","Crickets",1,"No",NA,"No",0
10,"11/7/25","Crickets",1,"No",NA,"No",0
10,"11/8/25","Crickets",1,"No",NA,"No",0
10,"11/9/25","Crickets",1,"No",NA,"No",0
10,"11/10/25","Crickets",1,"Yes",1,"Yes",300
10,"11/11/25","Crickets",1,"Yes",1,"Yes",150
10,"11/12/25","Crickets",1,"Yes",1,"Yes",50
10,"11/13/25","Crickets",1,"No",NA,"No",0
10,"11/14/25","Crickets",1,"No",NA,"No",0
10,"11/15/25","Crickets",1,"Yes",1,"Yes",6
10,"11/16/25","Crickets",1,"Yes",50,"No",0
10,"11/17/25","Crickets",1,"No",NA,"No",0
10,"11/18/25","Crickets",1,"Yes",1,"Yes",300
10,"11/19/25","Crickets",1,"Yes",1,"Yes",150
10,"11/20/25","Crickets",1,"No",NA,"No",0
10,"11/21/25","Crickets",1,"Yes",1,"Yes",50
10,"11/22/25","Crickets",1,"Yes",1,"No",0
10,"11/23/25","Crickets",1,"Yes",50,"No",0
10,"11/24/25","Humans",2,"No",NA,"No",0
10,"11/25/25","Humans",2,"Yes",100,"No",0
10,"11/26/25","Humans",2,"No",NA,"No",0
10,"11/27/25","Humans",2,"No",NA,"No",0
10,"11/28/25","Humans",2,"No",NA,"No",0
10,"11/29/25","Humans",2,"No",NA,"No",0
10,"11/30/25","Humans",2,"No",NA,"No",0
10,"12/1/25","Humans",2,"Yes",200,"No",0
10,"12/2/25","Humans",2,"No",NA,"No",0
10,"12/3/25","Humans",2,"Yes",100,"No",0
10,"12/4/25","Humans",2,"Yes",50,"Yes",50
10,"12/5/25","Humans",2,"No",NA,"No",0
10,"12/6/25","Humans",2,"No",NA,"No",0
10,"12/7/25","Humans",2,"No",NA,"No",0
10,"12/8/25","Humans",2,"No",NA,"No",0
10,"12/9/25","Humans",2,"Yes",40,"No",0
10,"12/10/25","Humans",2,"Yes",100,"No ",0
10,"12/11/25","Humans",2,"No",NA,"No",0
10,"12/12/25","Humans",2,"No",NA,"No",0
10,"12/13/25","Humans",2,"No",NA,"No",0
10,"12/14/25","Humans",2,"Yes",200,"No ",0
10,"12/15/25","Humans",2,"No",NA,"No",0
10,"12/16/25","Humans",2,"No",NA,"No",0
10,"12/17/25","Humans",2,"No",NA,"No",0
10,"12/18/25","Humans",2,"No",NA,"No",0
10,"12/19/25","Humans",2,"No",NA,"No",0
10,"12/20/25","Humans",2,"No",NA,"No",0
10,"12/21/25","Humans",2,"No",NA,"No",0
10,"12/22/25","Humans",2,"No",NA,"No",0
10,"12/23/25","Crickets",2,"No",NA,"No",0
10,"12/24/25","Crickets",2,"No",NA,"No",0
10,"12/25/25","Crickets",2,"No",NA,"No",0
10,"12/26/25","Crickets",2,"Yes",100,"No ",0
10,"12/27/25","Crickets",2,"No",NA,"No",0
10,"12/28/25","Crickets",2,"Yes",50,"No ",0
10,"12/29/25","Crickets",2,"No",NA,"No",0
10,"12/30/25","Crickets",2,"Yes",1,"Yes",12
10,"12/31/25","Crickets",2,"No",NA,"No",0
10,"1/1/26","Crickets",2,"No",NA,"No",0
10,"1/2/26","Crickets",2,"No",NA,"No",0
10,"1/3/26","Crickets",2,"Yes",100,"No",0
10,"1/4/26","Crickets",2,"No",NA,"No",0
10,"1/5/26","Crickets",2,"Yes",50,"Yes",25
10,"1/6/26","Crickets",2,"No",NA,"No",0
10,"1/7/26","Crickets",2,"No",NA,"No",0
10,"1/8/26","Crickets",2,"Yes",1,"Yes",25
10,"1/9/26","Crickets",2,"No",NA,"No",0
10,"1/10/26","Crickets",2,"Yes",100,"No",0
10,"1/11/26","Crickets",2,"Yes",50,"No",0
10,"1/12/26","Crickets",2,"No",NA,"No",0
10,"1/13/26","Crickets",2,"No",NA,"No",0
10,"1/14/26","Crickets",2,"No",NA,"No",0
10,"1/15/26","Crickets",2,"No",NA,"No",0
10,"1/16/26","Crickets",2,"No",NA,"No",0
10,"1/17/26","Crickets",2,"Yes",60,"No",0
10,"1/18/26","Crickets",2,"Yes",100,"No",0
10,"1/19/26","Crickets",2,"Yes",1,"No",0
10,"1/20/26","Crickets",2,"Yes",1,"Yes",10
10,"1/21/26","Crickets",2,"No",NA,"No",0
10,"1/22/26","Crickets",2,"Yes",100,"No",0
10,"1/23/26","Crickets",2,"No",NA,"No",0
10,"1/24/26","Crickets",2,"Yes",1,"Yes",10
10,"1/25/26","Crickets",2,"Yes",100,"No",0
11,"9/22/25","Humans",1,"No",NA,"No",0
11,"9/23/25","Humans",1,"No",NA,"No",0
11,"9/24/25","Humans",1,"No",NA,"No",0
11,"9/25/25","Humans",1,"No",NA,"No",0
11,"9/26/25","Humans",1,"Yes",100,"No",0
11,"9/27/25","Humans",1,"No",NA,"No",0
11,"9/28/25","Humans",1,"No",NA,"No",0
11,"9/29/25","Humans",1,"No",NA,"No",0
11,"9/30/25","Humans",1,"No",NA,"No",0
11,"10/1/25","Humans",1,"No",NA,"No",0
11,"10/2/25","Humans",1,"No",NA,"No",0
11,"10/3/25","Humans",1,"No",NA,"No",0
11,"10/4/25","Humans",1,"No",NA,"No",0
11,"10/5/25","Humans",1,"No",NA,"No",0
11,"10/6/25","Humans",1,"No",NA,"No",0
11,"10/7/25","Humans",1,"No",NA,"No",0
11,"10/8/25","Humans",1,"No",NA,"No",0
11,"10/9/25","Humans",1,"No",NA,"No",0
11,"10/10/25","Humans",1,"No",NA,"No",0
11,"10/11/25","Humans",1,"No",NA,"No",0
11,"10/12/25","Humans",1,"No",NA,"No",0
11,"10/13/25","Humans",1,"No",NA,"No",0
11,"10/14/25","Humans",1,"No",NA,"No",0
11,"10/15/25","Humans",1,"No",NA,"No",0
11,"10/16/25","Humans",1,"No",NA,"No",0
11,"10/17/25","Humans",1,"No",NA,"No",0
11,"10/18/25","Humans",1,"No",NA,"No",0
11,"10/19/25","Humans",1,"No",NA,"No",0
11,"10/20/25","Humans",1,"No",NA,"No",0
11,"10/29/25","Humans",1,"No",NA,"No",0
11,"10/30/25","Crickets",1,"No",NA,"No",0
11,"10/31/25","Crickets",1,"No",NA,"No",0
11,"11/1/25","Crickets",1,"Yes",5,"Yes",20
11,"11/2/25","Crickets",1,"Yes",5,"Yes",20
11,"11/3/25","Crickets",1,"Yes",50,"No",0
11,"11/4/25","Crickets",1,"Yes",70,"No",0
11,"11/5/25","Crickets",1,"No",NA,"No",0
11,"11/6/25","Crickets",1,"No",NA,"No",0
11,"11/7/25","Crickets",1,"No",NA,"No",0
11,"11/8/25","Crickets",1,"No",NA,"No",0
11,"11/9/25","Crickets",1,"No",NA,"No",0
11,"11/10/25","Crickets",1,"Yes",1,"Yes",25
11,"11/11/25","Crickets",1,"Yes",5,"No",0
11,"11/12/25","Crickets",1,"Yes",1,"Yes",25
11,"11/13/25","Crickets",1,"No",NA,"No",0
11,"11/14/25","Crickets",1,"No",NA,"No",0
11,"11/15/25","Crickets",1,"Yes",5,"No",0
11,"11/16/25","Crickets",1,"No",NA,"No",0
11,"11/17/25","Crickets",1,"No",NA,"No",0
11,"11/18/25","Crickets",1,"Yes",1,"Yes",100
11,"11/19/25","Crickets",1,"Yes",5,"Yes",50
11,"11/20/25","Crickets",1,"No",NA,"No",0
11,"11/21/25","Crickets",1,"Yes",1,"Yes",25
11,"11/22/25","Crickets",1,"Yes",5,"No",0
11,"11/23/25","Crickets",1,"No",NA,"No",0
11,"11/24/25","Crickets",1,"No",NA,"No",0
12,"9/22/25","Humans",1,"No",NA,"No",0
